,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2
2023-02-27,-1.51%,-3.07186,-0.59%,-1.99787,-0.56,0.04753,-0.63,0.24528,+1.28%,0.90585,-1.02%,-0.69047,-1.07,-0.76484,0.59,0.60241,-1.72,-0.83075,-1.69%,-0.97444,-1.07,-0.5814,-1.80%,1.47699,-1.05%,-0.52643,1.46,0.50929,2.34,2.49095,0.02,0.10356,2.51%,-2.78152,1.23,3.20487,0.10%,0.24538,-0.01%,1.26003,-1.27%,-1.0054,-1.56%,-1.64934,-0.58%,-0.18267,-0.02%,-0.5046,-0.59%,-0.80397,-1.77%,-0.1721,-1.43%,-2.07896,0.65%,0.83813,-0.07%,0.40397,-1.26%,-1.75047,-1.49%,-1.53489,-0.39%,-0.04834,-1.93%,-0.47602,-0.84%,0.7828,-1.53%,-2.15789,-1.93%,-2.51802,0.20%,0.52535
2023-02-28,+2.50%,2.5,+3.62%,3.61644,0.18,-0.38045,-0.87,-1.49441,+0.22%,0.22443,0.22%,-0.79876,0.25,-0.82274,-0.51,0.06692,0.72,-1.01782,0.63%,-1.06485,0.31,-0.76516,0.55%,-1.25803,+0.31%,-0.74969,-0.64,0.82262,-0.65,1.65816,-0.6,-0.57947,-3.32%,-0.89876,-0.84,0.38467,-0.06%,0.04563,0.31%,0.30369,-0.31%,-1.57374,1.18%,-0.40345,0.83%,0.24885,-0.77%,-0.78579,-0.18%,-0.77295,0.52%,-1.26118,0.42%,-1.01778,0.23%,0.88581,-0.01%,-0.08475,0.10%,-1.16486,1.04%,-0.46756,0.05%,-0.3365,0.55%,-1.3925,0.26%,-0.57732,0.38%,-1.15778,0.44%,-1.49206,0.23%,0.43179
2023-03-02,+3.96%,6.5625,+3.07%,6.79452,1.45,1.63311,0.42,-0.44397,+0.43%,0.62519,0.02%,-0.69096,0.03,-0.65636,-0.37,-0.18152,-0.92,-1.00552,-0.66%,-0.76306,-0.48,-0.78987,-0.09%,0.15655,-0.47%,-0.77469,1.7,1.8358,1.26,2.00753,0.21,1.31141,-0.58%,-1.76611,0.83,2.65592,-0.38%,-0.21283,1.94%,0.46652,-0.18%,-0.90743,-1.28%,-1.33908,0.38%,0.12178,-1.72%,-3.41612,-0.76%,-1.50248,-0.81%,-1.00053,-0.61%,-0.36971,0.68%,1.13364,-0.50%,-0.69594,-0.55%,-0.31482,-0.84%,-1.1385,0.26%,0.67664,-0.81%,-0.79558,0.57%,0.33102,-0.76%,-1.54136,0.58%,0.80345,-0.29%,0.00915
2023-03-03,+2.13%,2.3727,+2.08%,2.10364,-0.56,0.88299,0.62,1.04926,+0.43%,-0.91079,1.05%,1.06217,0.99,1.02809,0.52,0.15257,0.84,-0.08491,0.73%,0.06495,0.71,0.23268,0.96%,0.8694,+0.76%,0.28211,1.68,3.41141,0.22,1.47364,0.04,0.24707,-4.81%,-5.36232,0.6,1.44062,-0.53%,-0.90553,0.84%,2.79619,0.58%,0.3959,-0.32%,-1.59822,1.20%,1.58004,1.82%,0.06994,1.21%,0.44698,1.26%,0.43861,1.10%,0.4783,1.20%,1.8939,-1.58%,-2.07404,0.47%,-0.0815,0.09%,-0.75643,-0.66%,-0.40139,1.31%,0.48855,1.95%,2.52734,0.30%,-0.46302,-0.18%,0.40023,-1.78%,-2.07023
2023-03-06,-1.64%,0.45213,-2.84%,-0.82072,1.93,1.36685,0.17,0.79657,-1.16%,-0.74153,1.17%,2.23236,1.2,2.20537,-0.48,0.03828,2.07,2.92181,1.97%,2.72007,1.63,2.35688,1.48%,2.45312,+1.61%,2.38524,-2.56,-0.90135,-0.58,-0.3485,0.12,0.16437,-5.62%,-10.15549,1.94,2.56146,1.60%,1.06301,1.29%,2.14186,1.16%,1.74823,2.12%,1.79383,1.06%,2.27347,1.76%,3.61431,0.08%,1.29485,2.14%,3.42924,2.10%,3.21795,1.40%,2.62001,1.14%,-0.45849,1.14%,1.61569,1.75%,1.8395,1.09%,0.42527,2.37%,3.70594,0.65%,2.61431,1.10%,1.40221,1.44%,1.25911,1.92%,0.10061
2023-03-07,-0.82%,-0.82185,+0.10%,0.10376,1.76,3.72464,1.26,1.43213,+0.09%,0.08721,0.12%,1.29644,0.91,2.12308,-0.16,-0.64743,1.21,3.30376,-0.11%,1.85606,0.99,2.63505,-1.11%,0.35119,+0.07%,1.6846,0.15,-2.4126,0.52,-0.06136,-0.06,0.06161,0.65%,-5.00255,0.98,2.94268,0.05%,1.65234,0.10%,1.38752,-0.06%,1.10024,-0.71%,1.39395,-0.20%,0.85862,0.43%,2.19724,0.33%,0.40789,0.53%,2.68374,0.46%,2.56366,-1.65%,-0.2707,-0.77%,0.3569,-0.62%,0.5129,-0.69%,1.05225,-0.43%,0.65851,0.47%,2.84983,-0.98%,-0.332,0.12%,1.21976,-1.05%,0.37639,-0.41%,1.49935
2023-03-08,-2.11%,-2.91622,-1.58%,-1.4786,-0.09,1.66247,0.03,1.28615,+1.65%,1.73718,-1.72%,-1.60076,-1.73,-0.82899,1.21,1.04286,-1.22,-0.0264,-1.25%,-1.35751,-1.53,-0.56176,-1.07%,-2.17678,-1.53%,-1.46503,0.15,0.30318,2.63,3.16807,2.89,2.83077,5.27%,5.94916,-3.58,-2.63554,-2.54%,-2.48722,-1.75%,-1.65286,-1.62%,-1.67762,-1.37%,-2.06517,-1.27%,-1.46595,-1.66%,-1.23343,-0.97%,-0.64973,-1.26%,-0.73756,-1.15%,-0.69655,-1.99%,-3.60407,-2.96%,-3.71428,-1.60%,-2.20816,-1.17%,-1.85169,-1.29%,-1.7135,-1.20%,-0.73215,-0.81%,-1.78072,-1.52%,-1.41094,-1.21%,-2.24983,-3.86%,-4.25804
2023-03-09,+1.67%,-0.48115,+3.08%,1.45115,-0.22,-0.31353,-1.28,-1.24705,-0.14%,1.50517,-0.18%,-1.89356,-0.15,-1.87728,0.04,1.25539,0.49,-0.73633,0.40%,-0.85425,0.14,-1.39373,2.67%,1.56281,+0.14%,-1.39338,0.5,0.63068,1.1,3.76586,0.46,3.36617,-2.45%,2.68673,-1.19,-4.72284,-0.41%,-2.9329,-1.02%,-2.7551,-0.56%,-2.16854,-0.26%,-1.61958,0.23%,-1.04266,0.78%,-0.89211,0.12%,-0.85733,0.84%,-0.43262,0.19%,-0.95622,0.47%,-1.53305,-0.33%,-3.28223,0.49%,-1.11627,-0.15%,-1.32156,-0.59%,-1.86899,0.93%,-0.28258,0.79%,-0.02259,-0.01%,-1.53186,-0.76%,-1.96548,-0.76%,-4.59675
2023-03-10,+0.51%,2.1846,+0.77%,3.87046,-0.58,-0.80171,-0.53,-1.79674,+0.69%,0.54768,-1.66%,-1.831,-1.7,-1.8499,-0.33,-0.28406,-1.82,-1.33044,-2.05%,-1.665,-1.9,-1.75689,-2.01%,0.60052,-1.85%,-1.70707,-2.06,-1.5869,-3.95,-2.89133,-0.52,-0.05984,18.32%,15.41603,-1.23,-2.39753,-4.10%,-4.49331,-1.36%,-2.37403,-1.03%,-1.58785,-2.36%,-2.6096,-1.47%,-1.24173,-0.84%,-0.06954,-0.95%,-0.82848,-1.45%,-0.61474,-2.22%,-2.03643,-2.54%,-2.08297,-8.29%,-8.59153,-2.60%,-2.12088,-2.37%,-2.51425,-2.88%,-3.45246,-1.69%,-0.77689,-2.20%,-1.4203,-1.35%,-1.36113,-1.95%,-2.70337,-7.70%,-8.40809
2023-03-13,-4.25%,-3.76041,-4.74%,-4.01022,-2.55,-3.11444,-1.01,-1.5346,-0.40%,0.29323,-1.07%,-2.70976,-1.1,-2.78365,-0.7,-1.02215,-1.44,-3.23194,-1.76%,-3.77601,-1.48,-3.35379,-1.89%,-3.86205,-1.45%,-3.26703,-5.19,-7.14465,-5.7,-9.40828,-1.1,-1.60842,9.69%,29.77498,1.27,0.02609,-1.76%,-5.7878,-1.42%,-2.76046,-0.74%,-1.76213,-0.98%,-3.31412,-1.82%,-3.26398,-1.60%,-2.42438,-0.46%,-1.39689,-1.74%,-3.16049,-1.43%,-3.61901,-2.15%,-4.63193,-4.65%,-12.54976,-2.99%,-5.51027,-1.49%,-3.82531,-2.23%,-5.04931,-1.72%,-3.37912,-2.09%,-4.24249,-1.23%,-2.5643,-1.43%,-3.36101,-3.91%,-11.30987
2023-03-14,-5.14%,-5.1368,-7.22%,-7.21704,0.04,-2.5123,0.67,-0.35096,-1.79%,-2.18256,-0.28%,-1.35086,-1.04,-2.13381,-0.94,-1.62378,-0.31,-1.7498,0.45%,-1.31862,-1.05,-2.51501,-0.08%,-1.96295,-0.15%,-1.5966,-4.31,-9.26542,-12.56,-17.53593,-2.52,-3.59281,6.94%,17.29323,-2.45,-1.215,-3.78%,-5.46903,-1.96%,-3.34583,0.92%,0.17255,0.23%,-0.75067,-0.61%,-2.42303,1.54%,-0.07868,0.47%,0.01612,0.55%,-1.20053,0.25%,-1.18373,-1.09%,-3.2188,-9.87%,-14.05845,0.14%,-2.85056,0.04%,-1.45848,-3.28%,-5.43606,0.89%,-0.84689,-1.84%,-3.89158,0.04%,-1.1854,2.74%,1.26106,-11.66%,-15.10889
2023-03-15,-2.80%,-7.78894,-2.04%,-9.10786,-3.91,-3.87395,-2.56,-1.90513,+0.61%,-1.18842,1.06%,0.77017,1.04,-0.01244,0.0,-0.93708,2.31,1.98847,2.14%,2.59685,1.65,0.59012,3.03%,2.94877,+1.68%,1.52709,3.96,-0.51296,5.74,-7.55497,0.12,-2.40161,-10.52%,-4.31452,-4.64,-6.97705,1.89%,-1.96237,0.88%,-1.09101,0.88%,1.80759,1.71%,1.94045,1.05%,0.43808,1.28%,2.84747,0.80%,1.27906,2.29%,2.85553,2.75%,3.00509,1.25%,0.13842,1.95%,-8.11853,1.61%,1.75149,1.75%,1.79017,2.15%,-1.19741,2.66%,3.57522,-0.08%,-1.91663,1.14%,1.17885,1.06%,3.82539,3.19%,-8.83756
2023-03-16,+3.48%,0.58858,+3.25%,1.14811,3.05,-0.97859,1.31,-1.28101,+0.65%,1.26949,-0.87%,0.1742,-0.9,0.13195,1.01,1.01351,0.33,2.6484,0.05%,2.19156,-0.71,0.93343,-1.09%,1.90573,-0.73%,0.93808,-6.05,-2.34133,-8.35,-3.08765,-1.67,-1.5528,10.16%,-1.43288,-5.22,-9.6123,-2.84%,-1.00831,-5.42%,-4.58578,-0.17%,0.71029,-0.21%,1.49222,-2.51%,-1.48125,1.34%,2.63763,0.68%,1.48655,0.03%,2.32101,1.50%,4.29497,-3.28%,-2.07249,-1.16%,0.7635,-0.61%,0.98737,-0.45%,1.29504,-3.84%,-1.77584,0.58%,3.25817,-1.89%,-1.96307,0.58%,1.71831,-0.44%,0.61867,-3.56%,-0.4787
2023-03-17,-0.76%,2.69452,-2.19%,0.99619,0.1,3.15678,-0.08,1.23203,-0.93%,-0.28362,1.17%,0.28347,1.18,0.27362,-0.22,0.79151,2.74,3.0802,2.48%,2.52998,1.74,1.02028,4.05%,2.92079,+1.76%,1.01312,3.37,-2.87653,7.26,-1.69571,-0.99,-2.64682,-12.05%,-3.11841,1.09,-4.17777,1.94%,-0.95414,0.94%,-4.53435,0.96%,0.78435,1.88%,1.66843,1.27%,-1.27035,0.67%,2.01519,-0.07%,0.60481,2.82%,2.8432,2.77%,4.31642,1.17%,-2.1405,3.24%,2.04049,1.32%,0.70097,1.72%,1.26382,3.53%,-0.45089,3.37%,3.96643,1.23%,-0.68139,0.57%,1.1467,0.56%,0.11758,2.58%,-1.07054
2023-03-20,+0.44%,-0.32183,+0.87%,-1.33371,1.97,2.07637,0.75,0.67109,+0.58%,-0.35566,-1.19%,-0.0395,-0.44,0.73513,-0.68,-0.89823,0.09,2.83236,-0.74%,1.7182,-0.09,1.65179,-0.47%,3.56454,-1.10%,0.6349,-3.94,-0.69324,-7.86,-1.18191,-5.29,-6.22503,10.96%,-2.4101,-2.36,-1.28679,-3.29%,-1.40488,-1.53%,-0.60524,-1.26%,-0.31891,-1.24%,0.61599,-1.63%,-0.37649,-0.98%,-0.31275,-0.60%,-0.67747,-0.11%,2.69871,-0.47%,2.28597,-1.54%,-0.3825,-5.03%,-1.96037,-1.04%,0.26202,-1.39%,0.30742,-3.63%,-0.22886,-0.07%,3.29437,-2.13%,-0.9313,-0.04%,0.52823,-1.66%,-1.11064,-5.25%,-2.81204
2023-03-21,-2.94%,-2.93686,-2.93%,-2.92669,0.6,2.58574,-0.69,0.05425,-0.31%,0.26982,1.20%,-0.00611,1.09,0.64188,-0.41,-1.09174,0.75,0.83843,0.39%,-0.35623,0.66,0.56811,1.01%,0.53711,+0.89%,-0.21993,1.31,-2.68231,3.12,-4.98323,3.61,-1.86916,-5.33%,5.04567,1.35,-1.03877,1.19%,-2.13026,2.11%,0.54908,1.28%,0.00068,0.39%,-0.85742,1.36%,-0.2921,0.81%,-0.16999,1.35%,0.74021,0.23%,0.11742,0.48%,0.00546,2.01%,0.43829,0.89%,-4.18838,0.26%,-0.7854,0.66%,-0.73561,3.07%,-0.67242,0.03%,-0.04504,0.49%,-1.65576,1.29%,1.24812,1.12%,-0.55385,0.79%,-4.50884
2023-03-22,-0.03%,-2.96623,+0.87%,-2.08635,0.04,0.6446,0.38,-0.30638,-0.07%,-0.37833,0.98%,2.19264,0.98,2.07965,-0.02,-0.4339,1.41,2.16441,1.58%,1.97412,1.32,1.98886,0.07%,1.0822,+1.30%,2.20163,3.58,4.94474,5.38,8.65835,2.88,6.59341,-11.47%,-16.18973,2.5,3.88073,2.54%,3.76399,3.45%,5.63765,0.59%,1.88199,2.71%,3.11389,1.13%,2.50061,-2.06%,-1.25788,-0.12%,1.22697,0.83%,1.066,2.45%,2.9415,1.23%,3.2595,4.33%,5.25747,1.48%,1.74805,2.44%,3.1218,1.69%,4.81139,1.28%,1.31067,1.65%,2.14786,0.34%,1.62839,-0.15%,0.97503,4.95%,5.77411
2023-03-23,-0.27%,-0.30257,-0.18%,0.68657,1.36,1.3999,1.2,1.58709,-0.43%,-0.4991,-1.63%,-0.66514,-1.57,-0.61006,-0.88,-0.90046,-1.25,0.1458,-1.60%,-0.04779,-1.62,-0.31383,-0.81%,-0.73843,-1.65%,-0.36947,-4.34,-0.91875,-5.25,-0.15129,-0.72,2.14286,4.12%,-7.82608,2.26,4.81963,-2.37%,0.10594,-2.11%,1.26973,-1.50%,-0.91121,-2.20%,0.45283,-1.91%,-0.79897,-1.98%,-3.99272,-0.98%,-1.10413,-0.92%,-0.09175,-1.62%,0.785,-1.76%,-0.55427,-4.66%,-0.53552,-2.59%,-1.14567,-2.04%,0.35395,-2.55%,-0.90368,-1.04%,0.23105,-2.22%,-0.6052,-2.05%,-1.71812,-2.08%,-2.22524,-4.70%,0.01259
2023-03-24,-1.00%,-1.27119,-2.46%,-2.63392,-0.15,1.20369,0.31,1.51276,-0.90%,-1.31884,0.23%,-1.39847,0.19,-1.3883,0.18,-0.70695,1.16,-0.10297,1.01%,-0.61306,0.19,-1.43096,2.67%,1.84383,+0.30%,-1.35278,-1.08,-5.37694,-3.41,-8.47093,-1.02,-1.72523,1.57%,5.75305,-1.33,0.9087,-0.66%,-3.01504,-1.36%,-3.44559,-0.18%,-1.67009,-0.05%,-2.24855,-0.23%,-2.12718,-1.01%,-2.96445,-0.43%,-1.40951,1.65%,0.71767,1.83%,0.18092,-0.14%,-1.89601,-2.40%,-6.94881,-0.24%,-2.82272,0.16%,-1.88313,-1.26%,-3.78407,1.81%,0.749,-0.81%,-3.01007,-0.13%,-2.1782,1.26%,-0.85133,-1.72%,-6.34673
2023-03-27,-1.66%,-2.64036,-1.25%,-3.67625,1.47,1.31296,-0.39,-0.08275,+0.66%,-0.24579,0.41%,0.64758,0.36,0.5456,0.57,0.75232,0.28,1.44212,0.31%,1.31963,0.58,0.77446,-1.67%,0.95578,+0.56%,0.86412,-1.2,-2.28919,-1.51,-4.87374,-0.14,-1.14431,-3.85%,-2.33603,-1.0,-2.31312,-0.06%,-0.71773,0.29%,-1.08012,1.31%,1.13075,-0.35%,-0.40381,0.35%,0.12447,3.12%,2.07939,1.63%,1.19089,0.25%,1.90063,0.27%,2.10407,0.81%,0.66758,2.34%,-0.11701,0.90%,0.65816,0.35%,0.50937,0.55%,-0.72255,0.05%,1.85358,0.04%,-0.76771,0.46%,0.32402,1.15%,2.41651,0.42%,-1.30933
2023-03-28,+1.09%,1.08628,+1.94%,1.93787,0.43,1.90842,-0.24,-0.62941,+0.25%,0.2518,0.60%,1.018,0.61,0.96538,-0.25,0.32186,-0.79,-0.50957,-0.47%,-0.15746,0.15,0.73529,-1.21%,-2.85979,+0.16%,0.7296,4.95,3.66139,6.4,4.78431,1.88,1.7341,-5.24%,-8.88987,5.13,4.07376,1.40%,1.34035,2.10%,2.39468,0.41%,1.7237,0.18%,-0.17626,0.82%,1.17782,0.13%,3.24653,0.54%,2.18253,-0.85%,-0.6065,-1.08%,-0.81266,0.74%,1.5557,2.34%,4.73127,0.13%,1.0339,0.33%,0.68438,0.91%,1.45927,-1.28%,-1.23115,1.43%,1.46986,0.72%,1.17746,0.27%,1.41741,2.54%,2.97207
2023-03-29,+0.74%,1.83116,+1.12%,3.07598,0.7,1.14062,1.07,0.82734,-0.07%,0.09338,-0.12%,0.48614,-0.13,0.47481,-0.42,-0.66912,-0.44,-1.22379,-0.45%,-0.91238,-0.14,0.00625,-0.85%,-2.05013,-0.16%,0.00705,0.91,5.9312,1.81,8.309,0.4,2.27224,-3.06%,-8.14168,0.54,5.68871,-0.06%,1.34311,1.45%,3.58008,-0.57%,-0.16098,-0.11%,0.06621,0.54%,1.37237,0.29%,0.41939,0.22%,0.76706,-0.46%,-1.30366,-1.02%,-2.0819,0.50%,1.24368,-0.18%,2.15583,0.01%,0.13891,-0.26%,0.07355,0.27%,1.17676,-0.67%,-1.93792,0.54%,1.98189,-0.43%,0.28131,0.13%,0.39577,0.32%,2.87026
2023-03-30,+0.18%,0.92109,-0.24%,0.87508,1.25,1.9633,0.37,1.4403,+0.64%,0.5686,1.00%,0.88036,0.97,0.83356,0.21,-0.21388,1.83,1.38015,1.79%,1.33743,1.4,1.25398,3.27%,2.38457,+1.42%,1.2641,-0.16,0.76293,0.5,2.32036,0.04,0.44192,-4.26%,-7.18446,-0.31,0.21975,1.50%,1.44113,1.50%,2.96594,0.24%,-0.3287,1.91%,1.79096,1.42%,1.97162,1.44%,1.73529,0.54%,0.759,2.09%,1.62825,1.18%,0.15529,1.39%,1.89073,0.64%,0.45691,1.47%,1.47142,1.93%,1.66218,1.23%,1.50102,1.97%,1.28166,0.94%,1.48793,1.35%,0.91032,1.24%,1.37184,2.08%,2.41354
2023-03-31,+0.49%,0.67053,-1.08%,-1.31304,0.77,2.03597,0.38,0.74827,-0.67%,-0.03778,0.43%,1.43476,0.43,1.39929,-0.48,-0.28312,0.9,2.74494,0.73%,2.5383,0.55,1.96176,1.62%,4.93872,+0.57%,2.00339,-0.53,-0.69989,0.5,1.02941,0.86,0.90128,-0.52%,-4.75713,1.92,1.59836,-0.29%,1.2029,0.35%,1.85006,0.55%,0.78933,0.90%,2.81908,0.23%,1.65075,0.41%,1.84954,0.34%,0.87985,1.14%,3.25913,0.32%,1.50942,0.64%,2.03644,-2.06%,-1.43902,0.40%,1.86851,0.80%,2.74227,0.03%,1.25984,0.99%,2.98017,0.12%,1.05784,0.50%,1.85449,-0.63%,0.60047,-1.21%,0.84325
2023-04-03,+0.91%,1.39945,+1.00%,-0.08974,-0.35,0.4242,0.97,1.34783,+0.74%,0.06205,1.26%,1.70107,1.26,1.69285,0.35,-0.12666,1.68,2.59738,1.74%,2.47915,1.42,1.97782,0.70%,2.336,+1.44%,2.02343,-2.08,-2.60796,-2.04,-1.53621,-0.25,0.60758,-1.68%,-2.19665,1.75,3.70015,1.15%,0.85542,0.63%,0.98456,1.12%,1.67719,2.62%,3.53668,1.32%,1.54585,0.76%,1.16751,0.83%,1.17855,1.47%,2.62335,2.08%,2.40603,1.57%,2.22598,0.96%,-1.12253,1.94%,2.34354,2.02%,2.83357,1.10%,1.12519,1.65%,2.66489,1.93%,2.04802,1.53%,2.03998,1.41%,0.77044,0.89%,-0.34013
2023-04-04,+0.95%,0.95238,+1.86%,1.79641,0.88,0.52676,-0.18,0.78185,+0.19%,0.18911,0.98%,2.25849,0.97,2.24549,-0.4,-0.04895,-0.24,1.43709,-0.27%,1.46486,0.39,1.8076,-0.94%,-0.24406,+0.37%,1.81889,-1.68,-3.72145,-1.68,-3.68753,-1.31,-1.55796,-0.80%,-2.47109,6.28,8.135,0.20%,1.3549,4.91%,5.57457,1.08%,2.21425,-0.91%,1.67944,0.19%,1.50686,-0.72%,0.02928,0.51%,1.35155,-0.05%,1.41953,0.53%,2.61685,0.65%,2.23578,-0.72%,0.23365,-0.96%,0.95749,-0.84%,1.16218,0.19%,1.28431,0.00%,1.65763,-1.23%,0.67055,0.28%,1.81309,0.52%,1.93816,-0.55%,0.33202
2023-04-05,-2.24%,-1.30952,-1.88%,-0.05992,0.26,1.1398,0.33,0.14736,+0.11%,0.27555,-0.59%,0.38538,-0.62,0.34967,-0.5,-0.89747,-0.38,-0.6221,-0.52%,-0.78204,-0.6,-0.21147,-1.81%,-2.73488,-0.58%,-0.21196,-2.24,-3.85834,-3.74,-5.37395,3.08,1.72845,2.43%,1.60427,0.36,6.6605,-1.01%,-0.81267,-1.72%,3.10442,0.02%,1.10344,-0.07%,-0.98455,-2.25%,-2.0675,0.52%,-0.2064,-0.24%,0.2691,-0.58%,-0.62714,0.31%,0.83538,-1.47%,-0.82493,-2.09%,-2.79068,-0.45%,-1.40745,-0.37%,-1.19881,-1.03%,-0.84777,-0.49%,-0.48833,-1.99%,-3.20309,-0.82%,-0.54752,-0.75%,-0.23465,-1.97%,-2.51097
2023-04-06,+0.33%,-1.91627,-0.60%,-2.47059,1.77,2.03518,0.59,0.92503,+0.53%,0.64727,0.24%,-0.35246,0.24,-0.38477,0.26,-0.23509,-1.05,-1.43369,-1.07%,-1.57997,-0.28,-0.87872,-1.80%,-3.57608,-0.25%,-0.82749,-0.89,-3.10395,-0.76,-4.48363,-0.7,2.36337,0.42%,2.85715,-0.12,0.23626,-0.14%,-1.15221,1.42%,-0.3243,1.73%,1.75437,-2.04%,-2.10864,-1.30%,-3.52362,2.57%,3.1067,0.55%,0.30979,-1.19%,-1.76702,-0.22%,0.0883,-0.22%,-1.68613,-0.43%,-2.5051,-0.82%,-1.26109,-1.48%,-1.83649,0.55%,-0.48951,-1.25%,-1.73278,-1.43%,-3.3991,0.57%,-0.25548,0.66%,-0.08923,-0.50%,-2.46353
2023-04-07,-1.47%,-1.14596,-1.00%,-1.58873,-0.78,0.97996,-1.44,-0.85789,+0.11%,0.64271,0.01%,0.24822,0.01,0.24421,-0.03,0.2264,0.7,-0.365,0.76%,-0.31642,0.36,0.07266,-0.46%,-2.25076,+0.36%,0.10779,-0.17,-1.07817,0.97,0.20937,0.7,0.0,-3.56%,-3.1579,0.11,-0.01239,0.31%,0.16575,-1.47%,-0.07179,0.23%,1.95953,0.05%,-1.98956,-0.03%,-1.32558,0.74%,3.32654,0.08%,0.63516,0.68%,-0.52165,1.71%,1.48604,-0.22%,-0.44071,1.01%,0.57644,0.44%,-0.38343,0.07%,-1.41015,0.57%,1.12639,1.20%,-0.05785,0.73%,-0.71352,-0.36%,0.20456,1.23%,1.8979,1.06%,0.55013
2023-04-10,+0.31%,-1.17223,+0.64%,-0.36188,1.67,0.88381,1.27,-0.19237,-0.17%,-0.05695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,-1.46%,-1.45808,-1.12%,-1.12019,0.88,2.56475,0.87,2.14905,+0.33%,0.32819,0.30%,0.31001,0.27,0.27333,0.48,0.74642,-0.1,-0.09681,-0.03%,0.72936,0.1,0.10286,1.80%,1.32826,+0.10%,0.4579,0.05,3.39086,0.42,4.72708,1.11,2.39509,3.10%,-0.57652,-1.19,-1.07927,0.27%,0.57905,0.65%,-0.83445,-0.04%,0.18793,0.42%,0.47474,0.90%,0.87202,-0.20%,0.5339,-0.01%,0.06609,-0.15%,0.53026,-0.69%,1.00669,0.49%,0.27258,0.55%,1.55947,0.24%,0.6773,0.43%,0.50065,0.14%,0.71406,-0.37%,0.82443,1.66%,2.40558,0.56%,0.19586,-0.60%,0.62034,0.82%,1.8849
2023-04-12,+0.59%,-0.88092,+0.89%,-0.2422,1.26,2.14415,1.42,2.30685,+0.11%,0.42387,0.29%,0.59578,0.3,0.5734,-0.36,0.10775,-0.63,-0.72889,-0.43%,-0.46393,0.01,0.10891,-0.56%,1.22567,0.00%,0.09549,0.49,0.55669,0.58,1.00175,0.64,1.75864,0.69%,3.80435,2.24,1.0285,0.85%,1.12259,0.89%,1.54401,0.30%,0.25878,0.02%,0.44087,0.59%,1.49198,0.06%,-0.13532,0.24%,0.22731,-1.03%,-1.17873,-0.43%,-1.11224,0.73%,1.2243,-0.13%,0.41544,0.71%,0.95006,0.04%,0.47329,0.71%,0.85466,-1.01%,-1.38289,1.22%,2.90149,-0.26%,0.29991,0.14%,-0.45449,1.28%,2.11391
2023-04-13,-0.15%,0.43157,+0.15%,1.04103,-0.93,0.3199,0.11,1.53498,+0.05%,0.1522,-0.11%,0.17858,-0.12,0.1837,-0.69,-1.05284,-0.94,-1.56369,-0.85%,-1.28282,-0.42,-0.41704,-1.83%,-2.3809,-0.41%,-0.41761,-0.93,-0.43924,-1.6,-1.04738,-0.42,0.21991,-0.05%,0.63258,2.12,4.41435,-0.20%,0.6451,0.11%,1.00551,0.02%,0.31154,-1.54%,-1.52505,0.33%,0.92434,-0.12%,-0.05085,-0.45%,-0.2083,-0.61%,-1.63729,-0.89%,-1.31518,0.07%,0.79765,-0.89%,-1.01638,-0.23%,0.47685,-1.38%,-1.33609,0.09%,0.80157,-0.67%,-1.67796,-0.64%,0.5673,-1.36%,-1.61646,-0.25%,-0.10076,-0.77%,0.50567
